transaction_amount,merchant_category,time_delta_seconds,device_risk_score,location_cluster,tx_frequency_24h,avg_amount_7d,is_new_merchant,hour_of_day,is_fraud
16431.39,1,1054.0,0.0,10,4,5146.49,0,9,0
2698.91,1,44.0,0.1222,4,10,3370.74,0,0,0
18376.03,1,140.0,0.3279,8,15,1230.46,0,10,0
1295.03,4,870.0,1.0,4,0,2652.69,0,8,0
2656.83,16,61.0,0.6665,0,1,5909.45,0,13,0
21002.22,1,1037.0,0.0,10,11,6749.57,0,18,0
6154.99,10,373.0,0.5793,0,1,8406.91,0,15,0
304.21,1,44.0,0.1675,10,0,12160.86,0,0,0
12074.46,4,303.0,0.7922,10,0,8298.38,0,18,0
2560.07,11,263.0,0.6622,1,8,1283.4,0,6,0
10456.17,19,141.0,0.4372,4,0,3112.17,0,6,1
2194.95,10,263.0,1.0,6,0,8719.11,0,16,1
9944.96,16,464.0,0.1932,5,1,126.19,0,2,1
3917.42,7,365.0,0.0661,7,11,6484.18,1,0,1
324.88,11,160.0,0.7488,7,1,10310.59,0,8,0
12365.19,5,56.0,0.1614,2,0,299.06,1,1,0
4150.56,9,223.0,0.4325,5,8,3882.39,0,1,1
12355.07,5,378.0,0.1463,5,1,8149.66,1,13,0
9519.71,1,505.0,0.0,7,5,4187.16,0,4,0
13600.23,20,10.0,0.9675,0,0,6620.99,0,3,0
9738.18,8,1106.0,0.0,8,0,5998.82,1,11,1
9694.29,4,576.0,0.2036,8,4,6713.88,0,11,0
700.34,7,441.0,0.0327,0,7,1332.64,0,0,0
9753.11,11,1.0,0.3509,6,24,8390.1,0,2,1
7163.99,16,850.0,0.0,2,0,2721.2,1,11,1
3665.83,6,99.0,0.4271,1,18,4055.79,0,10,0
3903.25,3,1049.0,1.0,3,3,1755.08,0,3,0
7638.85,8,210.0,0.0,8,0,4442.88,1,0,1
7995.08,1,983.0,1.0,4,0,1079.33,0,5,0
5816.62,12,1187.0,0.0,0,12,992.02,0,4,0
2734.66,13,250.0,0.295,4,6,2952.76,0,7,1
4450.73,4,176.0,0.1615,2,3,210.26,0,1,0
26306.11,1,418.0,0.7062,10,8,6866.76,0,23,0
2855.95,12,245.0,0.1871,5,3,5045.96,0,4,1
1393.02,7,297.0,0.6876,1,0,2613.78,0,8,0
11305.66,1,559.0,0.5537,9,11,5323.91,1,0,0
19278.3,5,96.0,1.0,10,0,6364.73,0,23,0
3670.6,5,120.0,0.1187,8,0,12055.74,0,0,0
996.62,7,716.0,1.0,2,3,1287.16,0,15,0
5940.09,14,68.0,0.2895,0,14,6349.2,0,9,0
2322.26,20,786.0,1.0,4,6,8628.22,0,11,1
7742.28,20,260.0,0.7516,0,8,6950.76,0,1,0
12091.99,17,808.0,0.0,7,4,11320.77,1,5,1
3783.86,14,461.0,1.0,4,2,8178.45,0,23,1
12359.8,6,473.0,0.2904,8,9,4871.92,0,14,0
3814.72,7,338.0,0.0,6,2,5737.67,0,0,0
3988.53,3,563.0,0.0709,5,5,6709.07,0,0,0
9313.58,20,932.0,0.0,1,0,89.67,1,14,1
14588.47,6,765.0,0.302,10,0,11410.75,1,18,0
11309.43,1,460.0,0.1597,5,4,2225.58,0,5,0
15160.14,6,526.0,0.5993,10,0,8758.45,0,21,0
7326.31,10,85.0,0.4917,2,3,1419.36,0,10,0
4241.42,1,611.0,0.0,3,4,5299.19,1,10,1
7020.95,1,816.0,0.0,4,3,2419.8,0,0,0
795.24,9,546.0,0.5805,2,9,601.93,0,0,0
5860.94,1,196.0,0.478,3,4,2209.78,0,7,0
5507.15,8,724.0,0.5949,10,9,14215.76,0,13,0
5972.44,17,222.0,0.4225,0,14,1073.13,0,8,0
1102.22,20,1168.0,0.1903,6,16,11285.02,1,17,1
5548.29,15,78.0,0.234,0,0,4841.3,0,9,0
6815.82,10,170.0,0.0,9,6,6044.3,1,4,1
4541.3,6,12.0,0.6535,4,3,2939.69,0,8,0
7438.84,5,1368.0,0.0,5,9,5279.82,0,1,0
16124.95,1,180.0,0.5547,10,0,15325.41,1,15,0
3141.15,20,856.0,0.4917,6,0,11760.18,1,17,1
18222.37,20,10.0,0.0,0,6,6309.25,0,0,0
5010.65,7,190.0,0.5243,0,4,5819.95,0,4,0
15573.37,17,13.0,0.0,3,1,3176.43,1,0,1
535.88,1,1116.0,1.0,3,6,82.78,0,8,0
10058.41,1,597.0,0.0,9,6,7319.01,0,0,0
2642.71,3,329.0,0.627,3,0,38.17,0,3,0
5284.25,9,157.0,0.8705,5,0,9898.34,0,0,0
3621.04,1,94.0,0.7249,6,0,77.58,1,15,0
4473.31,6,670.0,0.5939,2,0,4170.09,0,3,0
7662.96,10,147.0,0.5846,7,0,3719.22,0,15,0
4545.75,12,535.0,0.0,0,7,3144.86,0,6,0
14261.46,20,690.0,0.0,3,8,3705.65,1,9,1
5474.14,7,903.0,0.9702,1,10,1221.52,0,0,0
3036.95,5,287.0,0.9063,6,6,7220.48,0,3,0
4831.93,11,697.0,0.0013,8,0,14310.17,1,0,0
8156.25,3,680.0,0.0,4,6,1514.39,0,1,0
9545.12,17,350.0,0.1278,0,0,666.75,0,0,0
5690.05,12,87.0,0.0,0,0,4126.19,0,0,0
4860.62,5,440.0,1.0,8,2,7147.75,0,9,0
3608.6,1,877.0,1.0,7,3,3970.45,0,4,0
5933.54,1,65.0,0.4143,5,0,3941.6,0,0,0
5115.09,8,331.0,0.181,7,11,5755.98,0,7,0
15258.96,1,570.0,0.0,6,1,2503.45,0,7,0
10000.36,20,785.0,0.0,5,6,1451.95,1,0,1
6451.36,3,258.0,0.3826,6,0,5225.21,0,6,0
848.7,20,64.0,0.0519,0,0,1148.31,0,0,0
1673.52,16,679.0,0.0327,6,0,7897.08,1,9,1
4747.79,9,131.0,0.6239,5,1,4307.31,0,10,0
10119.82,20,693.0,1.0,5,0,10209.28,0,23,1
5660.24,1,297.0,0.8495,5,7,1131.12,0,9,0
6747.93,1,852.0,0.0,5,0,3621.05,0,0,0
18738.46,1,90.0,0.8064,5,3,8365.17,0,0,0
6206.26,5,65.0,0.6053,7,0,6405.54,0,7,0
5499.36,1,12.0,0.4571,9,0,8937.45,0,2,0
5851.91,5,542.0,0.0,5,0,3058.78,0,3,0
20941.65,1,1051.0,0.0,8,0,515.4,0,14,0
3963.57,15,234.0,0.9739,0,13,7170.75,0,14,0
3261.19,13,531.0,0.1365,0,4,402.38,0,8,0
6028.07,3,523.0,0.1602,0,0,4172.14,0,11,0
6353.22,10,258.0,0.2749,0,1,5692.5,0,0,0
998.61,1,463.0,0.1149,3,0,2009.66,0,8,0
11421.05,13,90.0,0.0,4,0,2696.14,1,0,1
5109.85,4,258.0,1.0,10,5,17073.4,0,10,0
9455.71,1,1208.0,0.7949,7,1,3668.76,1,0,0
1802.39,2,73.0,0.7656,2,4,998.63,0,12,0
3570.18,8,56.0,0.0,2,6,2384.85,0,0,0
18251.63,3,907.0,0.0,7,3,157.2,0,16,0
18476.9,17,19.0,0.2692,5,0,9565.4,1,0,1
5268.39,1,313.0,0.8358,5,9,165.12,0,10,0
8735.8,4,89.0,0.0,4,3,5248.89,0,0,0
1593.08,13,697.0,0.6227,2,4,4762.36,0,0,0
12036.82,2,1043.0,0.0,8,0,3805.93,1,7,0
19110.59,2,1430.0,0.0,8,0,3066.06,0,15,1
513.19,2,256.0,0.504,1,0,1933.76,0,0,0
5559.65,1,18.0,0.0447,6,3,2641.94,0,0,0
733.44,2,137.0,0.5,3,0,277.43,0,2,0
1847.23,3,475.0,0.7066,0,0,7678.6,0,23,0
1412.57,7,443.0,0.3897,0,1,9869.34,0,11,0
15445.18,1,17.0,0.3649,10,1,7971.17,0,5,0
2965.17,9,753.0,0.0,1,0,1615.43,0,2,0
9730.01,20,149.0,0.0,4,1,3595.01,0,0,1
8021.55,14,578.0,0.2147,0,0,8082.36,0,0,0
1174.07,20,784.0,0.816,0,6,8871.23,0,1,0
10884.14,20,1126.0,0.19,2,0,2278.26,0,0,1
1798.49,1,165.0,0.5526,4,0,7726.24,0,0,1
1016.47,12,92.0,0.0,0,0,7378.04,1,2,1
6732.48,1,189.0,0.4395,7,7,7502.78,0,3,0
6187.35,11,43.0,0.0,1,0,107.34,0,0,0
9427.7,3,864.0,0.0,10,0,9668.25,1,5,0
2417.56,5,594.0,0.9312,0,0,7600.05,0,23,0
4230.69,1,647.0,1.0,4,5,3701.06,0,23,0
10963.13,4,242.0,0.6078,5,0,1668.25,0,12,1
5340.58,14,356.0,0.6311,0,4,2766.91,0,0,0
4785.77,1,169.0,0.4645,7,5,9746.61,0,0,0
5665.37,5,180.0,0.6301,1,0,2938.86,0,7,0
6111.19,18,681.0,1.0,3,0,3357.39,0,7,1
2608.21,1,127.0,1.0,3,0,2244.9,0,11,0
10331.65,10,56.0,0.0,7,1,2288.34,0,4,1
1252.02,9,132.0,0.8682,2,7,1977.43,0,6,0
8426.35,1,83.0,1.0,0,5,1994.97,0,9,0
12485.3,6,203.0,0.5693,7,0,2240.22,0,16,0
7150.38,1,416.0,0.19,10,0,11472.2,0,0,0
559.0,20,671.0,1.0,3,0,11282.91,0,13,1
14991.74,18,553.0,1.0,5,2,10869.33,0,20,1
3311.43,12,320.0,0.7465,0,8,1548.58,0,1,0
7251.52,1,182.0,0.5112,8,2,6347.56,0,1,0
1424.67,16,11.0,0.4972,0,8,3113.95,0,6,0
10563.07,9,930.0,0.0,5,8,3370.5,0,14,0
9308.83,9,463.0,0.5011,0,3,2635.32,0,0,0
1666.09,1,726.0,0.5499,1,2,2652.11,0,17,0
3165.43,7,799.0,1.0,0,5,4291.06,0,8,0
9544.34,10,178.0,0.0,3,0,463.92,1,0,1
6035.14,1,719.0,0.8153,7,0,742.29,1,7,0
3633.68,11,310.0,0.0,2,3,2616.49,1,4,1
8611.92,1,311.0,1.0,5,16,1010.38,0,10,0
10038.38,13,102.0,0.6886,5,7,1010.01,0,21,0
2064.3,5,997.0,1.0,2,16,3241.82,0,14,0
20592.54,3,691.0,0.0,9,4,543.89,1,22,0
4478.58,5,598.0,0.8619,1,0,3721.37,0,6,0
11054.35,2,426.0,0.2797,9,6,7462.94,0,8,0
6095.92,19,277.0,0.7843,7,9,13363.97,0,8,1
2061.43,11,100.0,0.8082,0,10,593.22,0,9,0
5176.41,16,387.0,0.4665,2,0,727.86,0,16,0
15127.05,5,381.0,0.0,5,0,3439.57,0,15,0
2026.57,1,504.0,0.6748,3,1,562.25,0,15,0
7527.7,6,272.0,0.6601,10,1,15107.9,1,12,0
9025.77,10,226.0,0.4261,0,3,4059.45,0,7,0
6541.26,2,709.0,0.9186,4,0,2982.44,0,0,0
1208.62,6,27.0,0.4487,1,3,2753.16,0,7,1
12259.48,2,376.0,0.0,2,1,5227.29,0,5,0
21150.2,1,821.0,0.1917,10,10,10562.27,1,21,0
8601.52,1,1079.0,1.0,6,4,1940.95,0,4,0
10119.97,10,184.0,0.0466,7,1,3643.45,0,6,1
12303.28,3,223.0,0.6243,3,6,25.44,0,11,1
633.04,12,206.0,0.0867,6,12,7683.64,1,0,1
3597.01,1,191.0,0.1043,3,3,4685.68,0,11,0
5837.15,11,134.0,0.0,0,20,2599.49,1,0,0
8709.59,6,857.0,0.0,3,7,531.75,0,6,0
6758.03,10,174.0,1.0,5,0,4640.2,0,12,1
332.29,13,582.0,0.4655,0,0,5871.78,0,3,0
8880.6,7,630.0,0.6302,1,7,1451.56,0,0,0
922.09,1,438.0,0.9606,5,12,1303.94,0,7,0
7503.27,1,98.0,1.0,1,15,3885.65,0,23,0
956.15,20,1079.0,1.0,4,2,8690.12,0,17,1
1387.07,3,81.0,0.2587,5,0,6703.01,0,0,0
18931.53,18,140.0,0.0,4,0,4338.72,1,0,1
11107.75,1,226.0,0.0,9,5,5809.43,1,0,0
10792.57,1,178.0,1.0,2,0,3644.43,0,9,0
1582.72,13,229.0,0.0238,4,3,2155.56,1,5,1
732.01,20,450.0,1.0,0,13,5778.35,0,7,0
25146.66,6,585.0,0.2475,9,5,1487.39,0,23,0
9726.92,11,1.0,0.0,0,19,8063.28,1,3,1
11475.8,1,259.0,0.7232,6,11,1283.56,0,13,0
1121.44,19,730.0,0.3917,0,0,5532.51,0,0,0
10256.85,5,118.0,1.0,2,7,1137.74,0,15,0
1876.67,9,401.0,0.7816,3,9,71.36,0,7,0
9251.14,15,91.0,1.0,2,4,1382.73,0,17,1
11531.69,5,523.0,0.2124,10,4,14684.58,1,13,0
11708.41,13,147.0,0.2449,3,0,147.14,0,3,1
6285.78,8,496.0,0.3374,5,1,5096.41,0,9,0
18369.09,1,531.0,0.4515,10,0,13514.68,1,18,0
4811.21,17,670.0,1.0,4,6,4940.6,0,11,1
21510.86,1,1229.0,1.0,7,1,5514.85,1,4,0
16764.68,1,617.0,0.0,10,2,7771.6,1,9,0
8772.8,1,40.0,0.3849,4,9,14.26,0,3,0
6247.95,6,421.0,0.0,0,0,4708.61,0,1,0
1582.82,16,575.0,0.2571,1,0,3600.96,0,6,0
5779.5,15,719.0,1.0,0,0,5127.64,0,7,0
544.44,1,703.0,0.8388,4,6,2811.12,0,8,0
14976.59,1,690.0,0.1218,10,10,11978.72,1,12,0
8923.15,4,859.0,0.0,6,3,5030.09,0,2,0
5617.32,1,1015.0,0.0,3,0,2905.85,0,0,0
12235.54,8,921.0,0.0,5,0,579.2,0,11,0
10295.89,1,254.0,0.6139,1,10,1178.73,0,9,0
1037.96,20,839.0,1.0,5,1,10723.12,0,10,0
27876.11,1,1219.0,0.0,10,0,4638.74,1,22,0
3965.83,7,352.0,0.0,6,7,2787.61,1,1,0
9920.9,18,747.0,0.0,5,4,6457.74,1,10,1
9913.61,16,1.0,0.0,0,22,2605.82,0,0,0
514.5,6,972.0,0.9752,6,2,3627.99,0,0,0
7764.38,8,328.0,1.0,0,5,1738.97,0,11,0
854.79,8,65.0,0.2337,7,1,7969.61,0,0,1
660.31,7,413.0,0.0777,0,4,146.56,0,0,0
6445.09,10,507.0,0.361,3,3,655.79,0,13,0
2050.72,19,722.0,0.1331,0,4,504.62,0,7,0
8342.1,4,440.0,0.0,7,7,4421.47,0,5,0
4986.95,10,625.0,0.0923,3,5,3046.46,0,8,0
10021.3,2,369.0,0.6407,0,4,12283.64,0,23,0
17062.62,1,426.0,0.8619,10,3,8407.26,0,10,0
5440.24,10,1.0,0.0,3,5,300.87,1,0,1
5730.86,1,89.0,0.0,5,0,1654.16,1,0,0
12039.63,1,604.0,0.2751,10,2,14863.78,0,7,0
15657.27,3,335.0,0.4993,2,9,3205.31,0,0,0
1792.2,1,46.0,0.3146,3,11,4667.31,0,9,0
5862.97,9,311.0,0.4343,3,0,6003.95,0,13,0
987.11,8,748.0,1.0,0,1,4809.92,0,9,0
11791.91,20,491.0,0.0,0,0,5199.18,1,5,0
11128.9,2,429.0,1.0,4,12,2087.98,0,7,0
8455.88,18,154.0,0.0,0,12,4373.27,0,0,0
2101.4,8,119.0,0.6935,2,5,2112.39,0,12,0
17744.19,2,348.0,0.3956,1,4,6278.24,0,0,0
6526.38,10,289.0,0.2995,4,6,1327.13,0,11,0
11746.24,1,190.0,1.0,1,8,1114.25,0,21,0
13085.98,1,114.0,0.7653,8,3,3385.94,0,12,0
3331.54,1,547.0,0.9019,6,0,3143.37,0,3,0
3069.51,18,361.0,0.485,0,0,1683.32,0,14,0
5247.93,8,713.0,0.1151,5,1,6324.6,0,7,0
3625.33,4,225.0,0.0,0,0,3323.45,0,0,0
5917.37,1,202.0,1.0,10,3,3780.91,1,23,0
3444.4,9,567.0,0.1864,2,2,1585.14,0,7,0
7270.81,6,81.0,0.7509,10,2,10245.18,0,12,0
7394.95,20,776.0,1.0,1,0,2644.69,0,1,1
11249.09,9,180.0,0.225,2,0,5478.07,0,8,0
5516.53,8,141.0,0.6522,0,8,3410.54,0,8,0
7133.67,15,438.0,0.9105,0,3,5396.01,0,7,0
5102.22,8,978.0,0.0,3,6,350.94,0,1,0
3789.1,9,226.0,0.4476,3,11,2776.14,0,7,0
7413.74,1,295.0,0.6261,4,3,3377.04,0,0,0
7497.34,4,814.0,0.0,7,5,7388.53,0,4,0
4794.98,11,193.0,0.2029,3,12,6917.72,0,0,0
550.81,8,824.0,0.8847,3,3,5686.41,0,12,0
2500.5,3,815.0,0.226,9,5,15691.68,0,0,0
9273.13,5,9.0,0.3548,7,6,1425.81,0,10,0
5173.06,1,67.0,0.4008,4,9,4984.06,0,0,0
7139.27,11,446.0,0.0909,0,0,1616.79,0,0,0
1189.76,7,284.0,0.7886,5,0,6759.19,0,0,0
3389.95,8,444.0,0.4708,4,14,5562.27,1,14,0
10407.95,10,283.0,0.6858,8,4,4686.55,0,19,0
10383.98,15,14.0,0.0848,0,0,6715.23,0,9,0
2925.02,20,429.0,1.0,4,0,9177.45,0,9,1
6185.48,13,151.0,1.0,0,7,3230.01,0,13,0
6268.37,12,128.0,0.8697,0,4,2518.9,0,7,0
23076.69,1,235.0,0.3313,10,7,2128.93,0,19,0
9120.35,5,179.0,0.4396,6,4,3296.62,0,11,0
4426.4,3,405.0,0.0,4,9,990.71,0,0,0
20210.98,1,420.0,0.155,10,4,10315.46,1,17,0
944.95,20,780.0,0.0,0,4,581.25,0,10,0
8480.95,3,584.0,0.0,5,0,2792.67,0,6,0
7166.85,1,230.0,0.6924,3,3,1857.92,0,8,0
7313.66,8,250.0,0.4906,7,5,5785.78,0,11,0
7182.9,1,140.0,0.2756,6,8,1686.44,1,2,0
4031.74,7,982.0,0.0,0,6,3386.5,0,0,0
3184.64,5,567.0,0.0,1,5,1248.93,0,5,0
14159.23,1,1035.0,0.0,7,3,3864.8,0,3,0
10678.74,7,355.0,0.5092,10,5,12415.29,1,16,0
11351.34,1,175.0,0.8323,6,0,2025.36,1,11,0
6944.21,8,126.0,0.4081,6,4,3397.18,0,5,0
11764.45,8,177.0,0.4358,4,1,1467.99,0,9,1
741.06,9,95.0,0.0,3,9,1055.06,0,0,0
7492.86,16,546.0,0.2191,0,5,9328.6,0,16,0
6299.79,7,23.0,0.5865,2,0,1333.93,0,9,0
4391.45,9,634.0,0.7828,1,2,5542.58,0,8,0
15869.45,20,621.0,0.0,0,0,4245.29,0,0,1
529.47,6,379.0,0.387,2,12,5854.85,0,0,0
9726.29,2,429.0,0.0,4,0,783.57,0,2,0
9792.09,17,1.0,0.5643,3,24,5611.19,0,13,1
5586.75,12,108.0,0.1286,3,6,6137.1,0,0,0
10620.29,10,1002.0,0.3782,6,0,962.41,0,0,0
15080.24,1,163.0,1.0,5,0,1551.51,0,18,0
10548.27,11,138.0,0.0,5,5,675.29,0,0,1
4039.94,9,21.0,0.9377,0,9,6892.24,0,14,0
4391.19,10,497.0,0.0,2,6,5089.58,0,0,0
3266.14,6,239.0,0.9212,2,8,755.72,0,7,0
4423.08,15,243.0,0.3066,0,4,7557.89,0,5,0
10177.5,3,956.0,0.0,9,3,6786.31,1,5,0
3163.24,1,322.0,0.6839,3,2,2175.67,0,0,0
4701.58,14,883.0,0.9816,0,0,3511.09,0,2,1
425.53,4,110.0,1.0,10,14,16702.66,0,1,0
672.32,14,299.0,0.1189,0,7,5281.06,0,1,0
193.54,9,690.0,1.0,0,0,353.56,0,5,0
325.48,10,51.0,0.0,0,7,1622.02,0,0,0
6670.47,10,667.0,0.319,3,5,3330.77,0,0,0
201.94,10,481.0,0.0,0,0,741.11,0,0,0
2653.82,14,584.0,0.0,0,6,2620.84,0,0,0
233.7,5,596.0,0.7281,2,6,2852.96,0,5,0
8182.4,20,705.0,0.4474,5,5,3493.47,0,1,1
5985.04,5,206.0,0.4425,3,1,1124.22,0,7,0
12744.88,13,680.0,0.0,0,8,1186.81,0,0,0
588.33,7,632.0,0.001,0,3,5889.4,0,10,0
7262.75,1,345.0,0.3348,8,1,8123.55,0,3,0
3823.13,1,401.0,1.0,2,7,79.25,0,14,0
8516.34,4,288.0,0.5663,0,11,177.25,0,6,0
6076.14,7,199.0,0.6114,3,17,8077.95,0,0,0
5141.55,2,206.0,0.2374,5,6,5262.62,0,0,0
23758.34,1,696.0,0.1623,10,9,9460.9,1,20,0
7374.15,1,14.0,0.7404,3,1,2104.57,0,4,0
4374.22,8,37.0,0.5293,0,0,1050.59,0,0,0
9555.85,9,1.0,0.0,3,15,638.58,0,9,0
2150.51,1,390.0,0.5574,5,0,2387.77,1,10,0
6535.88,1,1388.0,1.0,6,0,3902.75,1,10,0
2741.8,6,689.0,1.0,0,3,1824.82,0,0,0
13050.47,5,72.0,1.0,10,0,10622.38,0,20,0
1797.79,2,138.0,0.9087,3,0,34.84,0,16,1
90.18,12,403.0,0.2778,2,0,136.3,0,0,0
8392.0,1,583.0,0.1528,8,0,1324.37,1,2,0
18719.8,1,976.0,0.0,8,7,1252.84,0,6,0
220.92,12,353.0,0.7324,5,10,8393.86,0,10,0
3263.75,2,1104.0,1.0,3,5,646.04,0,2,0
2952.11,2,28.0,0.2713,4,2,8044.29,0,0,0
5612.04,20,884.0,0.2186,4,9,7895.66,1,16,1
9.46,13,219.0,0.9256,0,8,2092.97,0,7,0
14692.06,1,800.0,0.0,10,5,9191.55,0,8,0
2546.07,11,183.0,0.7625,5,8,7378.93,0,9,0
401.13,18,810.0,1.0,4,0,9287.56,0,15,1
12574.05,1,352.0,0.9525,6,4,3857.79,0,4,0
2861.88,3,418.0,0.703,0,5,6087.23,0,18,0
6400.97,19,333.0,0.4318,7,2,12873.86,1,5,1
2418.32,6,792.0,0.2018,5,0,10228.27,0,2,0
832.2,2,286.0,0.6463,1,18,6491.83,0,22,0
5051.83,1,159.0,0.1754,10,0,12115.26,0,0,0
6021.95,6,219.0,0.4581,6,3,4427.45,0,9,0
10138.32,10,696.0,0.7645,0,10,3714.39,0,2,0
6919.86,9,115.0,1.0,0,2,3479.61,0,17,0
1633.16,11,447.0,1.0,6,0,8906.68,0,20,1
2887.99,11,25.0,0.3865,0,5,4962.45,0,5,0
8389.1,3,346.0,0.4969,10,7,11399.47,0,11,0
1340.18,10,345.0,0.3515,0,5,3768.86,0,12,0
3766.0,6,273.0,0.6815,3,0,2063.9,0,1,0
5914.96,3,48.0,0.5278,2,9,182.2,0,6,0
13693.31,1,32.0,0.7108,10,0,19520.09,0,5,0
1056.64,1,121.0,0.8806,1,1,6133.61,0,16,0
17255.36,15,6.0,0.376,0,0,6592.93,0,0,0
8568.14,10,160.0,0.6269,0,0,1737.68,0,0,0
5242.9,17,105.0,0.0,8,5,6933.37,1,0,1
3585.35,7,64.0,0.6774,2,3,49.01,0,7,1
4107.13,12,245.0,0.5014,6,0,5293.73,0,11,0
7592.97,4,337.0,0.4353,10,12,15796.63,1,10,0
2190.54,11,512.0,0.0,0,4,7116.02,0,1,0
17436.2,18,161.0,0.0465,0,9,9757.85,0,11,0
3505.3,1,698.0,0.8139,6,5,3103.74,0,0,0
2293.27,14,113.0,0.5883,0,1,4932.37,0,3,0
2519.09,1,214.0,1.0,3,3,4087.29,0,18,0
9183.83,6,590.0,0.0,2,7,9847.48,0,0,0
3942.16,7,105.0,0.4231,2,3,4522.37,0,0,0
9910.47,5,651.0,0.0,3,2,1803.73,0,6,0
1420.39,16,699.0,0.0,3,7,2215.39,1,10,1
8519.66,1,549.0,0.8191,10,5,2543.93,1,6,0
4496.62,6,809.0,0.0,0,0,675.07,0,0,0
4480.44,13,698.0,0.0,0,1,3082.2,0,7,0
17996.52,5,254.0,0.7538,8,5,2273.42,0,23,0
16257.65,1,312.0,0.4017,10,0,13862.29,0,6,0
14080.18,1,774.0,0.0,10,11,6859.06,0,7,0
8128.14,3,327.0,1.0,4,0,1905.96,0,15,0
5285.28,1,72.0,0.2686,9,2,8304.95,0,0,0
3363.16,7,361.0,0.3119,8,0,7862.51,0,0,1
8897.31,8,402.0,0.0753,0,2,1421.08,0,0,0
4186.05,6,693.0,0.1143,3,6,2454.33,0,0,0
6425.17,5,824.0,1.0,4,0,3819.38,0,1,0
102.53,1,191.0,1.0,1,0,1329.97,0,19,0
17910.19,11,544.0,0.5195,0,7,3213.49,0,0,0
13231.05,1,222.0,0.8531,9,7,5454.34,0,9,0
8400.35,2,251.0,1.0,10,0,11364.91,0,12,0
4994.15,11,152.0,0.0562,6,2,6232.82,1,0,1
5226.54,16,128.0,0.0425,0,13,10607.17,0,9,0
3199.81,10,843.0,0.0031,3,3,2801.4,1,0,0
1383.58,20,857.0,1.0,3,0,10591.51,0,19,1
4589.65,9,417.0,0.0,0,11,951.85,0,0,0
9967.37,15,1.0,0.0,0,15,3192.63,0,0,0
3763.33,15,72.0,0.1581,0,11,304.13,0,0,0
8338.52,20,899.0,0.1743,2,4,3527.52,1,18,1
762.27,12,449.0,0.0972,0,2,4954.0,0,0,0
2033.09,1,146.0,0.0794,10,8,2753.63,1,7,0
3550.26,20,369.0,0.0,0,0,6024.18,0,2,0
6868.45,3,540.0,1.0,5,10,10362.11,0,0,0
8889.78,5,583.0,1.0,4,0,4761.98,0,8,0
6379.08,5,332.0,0.0,3,2,1299.95,0,2,0
3498.58,10,866.0,0.4621,4,6,586.48,1,0,0
2083.53,11,744.0,0.0,1,11,4314.77,0,0,0
6119.69,3,442.0,0.2184,8,5,8763.8,0,4,0
13303.05,1,48.0,0.4868,8,3,5988.05,1,2,0
14215.32,1,366.0,0.4387,2,5,4686.03,1,5,0
185.63,4,144.0,0.2705,4,7,2902.1,1,7,0
6898.23,2,190.0,1.0,7,3,7225.65,0,8,0
4172.05,3,623.0,0.4863,0,3,564.42,0,10,0
3341.41,1,443.0,0.5701,3,3,8006.54,1,15,0
7589.22,1,430.0,0.5722,8,1,2106.71,1,3,0
7518.32,1,10.0,0.8277,10,1,16081.11,0,5,0
1234.29,1,271.0,0.375,8,7,13176.48,0,0,0
2479.9,3,511.0,0.2738,0,0,2015.53,0,8,0
7912.65,9,845.0,0.0,6,6,3778.02,1,6,0
729.53,8,29.0,0.3085,1,0,772.41,0,0,0
10127.2,19,266.0,0.0,0,7,8852.27,0,10,0
2.58,12,512.0,0.287,2,0,4183.85,0,5,0
10830.0,1,124.0,0.5652,5,0,2084.92,0,8,0
4940.64,9,159.0,0.247,1,10,2705.07,0,7,0
868.04,16,495.0,0.2802,5,8,7331.91,0,8,1
13539.48,3,139.0,0.2682,8,4,1458.76,0,11,0
10491.31,12,5.0,0.0,7,0,376.57,1,0,1
5162.42,1,78.0,0.8847,8,11,2841.99,0,15,0
18790.49,1,222.0,0.4558,10,0,9196.73,1,18,1
8202.57,17,804.0,1.0,0,9,8351.59,0,17,0
6461.13,16,297.0,0.4922,0,0,2968.75,0,1,0
11530.81,4,706.0,0.0,10,5,5650.29,1,10,0
15481.12,3,455.0,0.5329,6,0,3008.31,0,16,0
10973.35,1,182.0,0.0,10,3,4864.96,1,0,0
9837.38,6,991.0,0.0,8,2,6688.74,0,7,0
15406.34,1,387.0,1.0,1,3,1397.42,0,3,0
11090.71,1,163.0,0.6275,2,0,319.03,0,10,0
1896.95,20,798.0,0.551,6,6,11175.07,0,16,1
4896.21,10,379.0,0.1745,3,6,854.93,0,0,0
6541.41,1,997.0,1.0,7,13,4795.27,0,3,0
16306.66,2,333.0,0.4622,7,7,2559.39,0,14,0
3346.93,7,367.0,0.1887,1,5,2198.98,0,0,0
11807.46,1,544.0,0.337,8,2,2477.33,1,0,0
1651.55,1,274.0,0.4266,3,3,4647.1,0,18,0
5844.33,2,129.0,0.743,3,2,2421.33,0,13,1
6455.48,6,944.0,0.9457,2,7,975.35,0,0,0
5647.77,9,317.0,0.5305,0,3,7333.95,0,11,1
3207.61,1,407.0,0.7955,0,0,5920.94,0,21,0
9983.94,4,1.0,0.7737,10,24,15064.47,0,7,0
3633.89,15,700.0,0.0,6,0,8249.64,1,7,1
3054.87,16,46.0,0.0,0,4,8199.9,0,3,0
7400.07,4,380.0,0.1593,8,1,6309.49,0,6,0
